country,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated_x,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred_x,people_vaccinated_per_hundred_x,people_fully_vaccinated_per_hundred_x,daily_vaccinations_per_million,vaccines,source_name,source_website,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations_y,people_vaccinated_y,people_fully_vaccinated_y,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred_y,people_vaccinated_per_hundred_y,people_fully_vaccinated_per_hundred_y,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Algeria,DZA,1/29/2021,0,,,,,0,,,,Sputnik V,Ministry of Health,https://www.aps.dz/regions/116777-blida-covid-19-trente-vaccines-au-matin-du-1er-jour-de-la-campagne,Africa,Algeria,106887,277,251.857,2884,3,4,2437.502,6.317,5.743,65.768,0.068,0.091,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,72.22,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Algeria,DZA,1/30/2021,30,,,30,30,0,,,1,Sputnik V,Ministry of Health,https://www.aps.dz/regions/116777-blida-covid-19-trente-vaccines-au-matin-du-1er-jour-de-la-campagne,Africa,Algeria,107122,235,250.429,2888,4,3.857,2442.861,5.359,5.711,65.859,0.091,0.088,,,,,,,,,,,,,,,,,,,30,,,30,30,0,,,1,72.22,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,AND,1/25/2021,576,576,,,,0.75,0.75,,,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9596,47,73.286,97,1,0.857,124195.949,608.296,948.498,1255.42,12.942,11.094,,,,,,,,,,,140701,1821.019,,920,11.907,0.08,12.6,people tested,576,576,,,,0.75,0.75,,,52.78,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,1/26/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9638,42,63.429,97,0,0.714,124739.533,543.584,820.922,1255.42,0,9.245,,,,,,,,,,,,,,875,11.325,0.072,13.8,people tested,,,,,66,,,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,1/27/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9716,78,58.286,98,1,0.857,125749.045,1009.513,754.361,1268.362,12.942,11.094,,,,,,,,,,,,,,830,10.742,0.07,14.2,people tested,,,,,66,,,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,1/28/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9779,63,57.143,100,2,1,126564.421,815.376,739.57,1294.247,25.885,12.942,,,,,,,,,,,,,,785,10.16,0.073,13.7,people tested,,,,,66,,,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,1/29/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9837,58,60.143,100,0,1,127315.084,750.663,778.397,1294.247,0,12.942,,,,,,,,,,,,,,740,9.577,0.081,12.3,people tested,,,,,66,,,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,1/30/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9885,48,55.143,101,1,0.714,127936.323,621.239,713.685,1307.19,12.942,9.245,,,,,,,,,,,,,,695,8.995,0.079,12.6,people tested,,,,,66,,,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,1/31/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9937,52,55.429,101,0,0.714,128609.332,673.008,717.383,1307.19,0,9.245,,,,,,,,,,,,,,650,8.413,0.085,11.7,people tested,,,,,66,,,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Andorra,AND,2/1/2021,1036,1036,,,66,1.34,1.34,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra,Europe,Andorra,9972,35,53.714,101,0,0.571,129062.318,452.986,695.196,1307.19,0,7.396,,,,,,,,,,,144933,1875.791,,605,7.83,0.089,11.3,people tested,1036,1036,,,66,1.34,1.34,,854,,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.858
Argentina,ARG,12/29/2020,700,,,,,0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1602163,11650,6697.714,43018,150,109.143,35449.396,257.767,148.193,951.815,3.319,2.415,1.13,,,,,,,,,38854,4171736,92.304,0.86,25131,0.556,0.267,3.8,people tested,700,,,,,0,,,,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,12/30/2020,,,,,15656,,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1613928,11765,7151.857,43163,145,121.286,35709.708,260.312,158.242,955.023,3.208,2.684,1.13,,,,,,,,,42233,4213969,93.238,0.934,26142,0.578,0.274,3.7,people tested,,,,,15656,,,,346,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,12/31/2020,32013,,,,15656,0.07,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1625514,11586,8807,43245,82,133,35966.059,256.351,194.863,956.837,1.814,2.943,1.13,,,,,,,,,27246,4241215,93.841,0.603,27203,0.602,0.324,3.1,people tested,32013,,,,15656,0.07,,,346,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/1/2021,,,,,11070,,,,245,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1629594,4080,7862.857,43319,74,128.143,36056.333,90.274,173.973,958.475,1.637,2.835,1.13,,,,,,,,,7746,4248961,94.012,0.171,27479,0.608,0.286,3.5,people tested,,,,,11070,,,,245,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/2/2021,,,,,8776,,,,194,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1634834,5240,8081,43375,56,124.857,36172.273,115.94,178.8,959.714,1.239,2.763,1.13,,,,,,,,,23873,4272834,94.541,0.528,27572,0.61,0.293,3.4,people tested,,,,,8776,,,,194,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/3/2021,,,,,7400,,,,164,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1640718,5884,8203,43482,107,118.857,36302.463,130.189,181.499,962.081,2.367,2.63,1.13,,,,,,,,,19979,4292813,94.983,0.442,28013,0.62,0.293,3.4,people tested,,,,,7400,,,,164,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/4/2021,39599,,,,6483,0.09,,,143,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1648940,8222,8346.714,43634,152,109.429,36484.382,181.92,184.679,965.444,3.363,2.421,1.14,,,,,,,,,40584,4333397,95.881,0.898,28645,0.634,0.291,3.4,people tested,39599,,,,6483,0.09,,,143,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/5/2021,,,,,7984,,,,177,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1662730,13790,8652.429,43785,151,109.571,36789.499,305.117,191.443,968.785,3.341,2.424,1.15,,,,,,,,,44347,4377744,96.862,0.981,29430,0.651,0.294,3.4,people tested,,,,,7984,,,,177,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/6/2021,,,,,8173,,,,181,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1676171,13441,8891.857,43976,191,116.143,37086.894,297.395,196.741,973.011,4.226,2.57,1.16,,,,,,,,,46317,4424061,97.887,1.025,30013,0.664,0.296,3.4,people tested,,,,,8173,,,,181,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/7/2021,,,,,8363,,,,185,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1690006,13835,9213.143,44122,146,125.286,37393.007,306.113,203.85,976.242,3.23,2.772,1.15,,,,,,,,,42338,4466399,98.823,0.937,32169,0.712,0.286,3.5,people tested,,,,,8363,,,,185,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/8/2021,107542,,,,10519,0.24,,,233,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1703352,13346,10536.857,44273,151,136.286,37688.3,295.293,233.138,979.583,3.341,3.015,1.14,,,,,,,,,43301,4509700,99.781,0.958,37248,0.824,0.283,3.5,people tested,107542,,,,10519,0.24,,,233,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/9/2021,,,,,11942,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1714409,11057,11367.857,44417,144,148.857,37932.947,244.647,251.525,982.769,3.186,3.294,1.13,,,,,,,,,34859,4544559,100.553,0.771,38818,0.859,0.293,3.4,people tested,,,,,11942,,,,264,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/10/2021,,,,,13365,,,,296,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1722217,7808,11642.714,44495,78,144.714,38105.706,172.76,257.606,984.495,1.726,3.202,1.12,,,,,,,,,21377,4565936,101.026,0.473,39018,0.863,0.298,3.4,people tested,,,,,13365,,,,296,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/11/2021,,,,,14788,,,,327,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1730921,8704,11711.571,44654,159,145.714,38298.291,192.584,259.13,988.013,3.518,3.224,1.12,,,,,,,,,40516,4606452,101.922,0.896,39008,0.863,0.3,3.3,people tested,,,,,14788,,,,327,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/12/2021,,,,,14056,,,,311,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1744704,13783,11710.571,44848,194,151.857,38603.253,304.962,259.108,992.305,4.292,3.36,1.12,,,,,,,,,41692,4648144,102.845,0.922,38629,0.855,0.303,3.3,people tested,,,,,14056,,,,311,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/13/2021,166833,,,,13323,0.37,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1757429,12725,11608.286,44983,135,143.857,38884.806,281.553,256.844,995.292,2.987,3.183,1.11,,,,,,,,,44610,4692754,103.832,0.987,38385,0.849,0.302,3.3,people tested,166833,,,,13323,0.37,,,295,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/14/2021,,,,,13320,,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1770715,13286,11529.857,45125,142,143.286,39178.771,293.966,255.109,998.434,3.142,3.17,1.1,,,,,,,,,41298,4734052,104.745,0.914,38236,0.846,0.302,3.3,people tested,,,,,13320,,,,295,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/15/2021,200759,,,,13317,0.44,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1783047,12332,11385,45227,102,136.286,39451.628,272.857,251.904,1000.691,2.257,3.015,1.09,,,,,,,,,46362,4780414,105.771,1.026,38673,0.856,0.294,3.4,people tested,200759,,,,13317,0.44,,,295,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/16/2021,,,,,12971,,,,287,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1791979,8932,11081.429,45295,68,125.429,39649.257,197.629,245.187,1002.195,1.505,2.775,1.08,,,,,,,,,36663,4817077,106.582,0.811,38931,0.861,0.285,3.5,people tested,,,,,12971,,,,287,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/17/2021,,,,,12624,,,,279,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1799243,7264,11003.714,45407,112,130.286,39809.98,160.723,243.468,1004.674,2.478,2.883,1.08,,,,,,,,,24983,4842060,107.135,0.553,39446,0.873,0.279,3.6,people tested,,,,,12624,,,,279,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/18/2021,,,,,12278,,,,272,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1807428,8185,10929.571,45832,425,168.286,39991.081,181.101,241.827,1014.077,9.404,3.723,1.08,,,,,,,,,43322,4885382,108.094,0.959,39847,0.882,0.274,3.6,people tested,,,,,12278,,,,272,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/19/2021,,,,,11932,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1819569,12141,10695,46066,234,174,40259.713,268.631,236.637,1019.255,5.177,3.85,1.08,,,,,,,,,45672,4931054,109.104,1.011,40416,0.894,0.265,3.8,people tested,,,,,11932,,,,264,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/20/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1831681,12112,10607.429,46216,150,176.143,40527.702,267.99,234.7,1022.573,3.319,3.897,1.08,,,,,,,,,43138,4974192,110.059,0.954,40205,0.89,0.264,3.8,people tested,247933,243539,4394,,11586,0.55,0.54,0.01,256,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/21/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1843077,11396,10337.429,46355,139,175.714,40779.85,252.147,228.726,1025.649,3.076,3.888,1.08,,,,,,,,,40880,5015072,110.963,0.905,40146,0.888,0.257,3.9,people tested,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/22/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1853830,10753,10111.857,46575,220,192.571,41017.77,237.92,223.735,1030.517,4.868,4.261,1.08,,,,,,,,,39221,5054293,111.831,0.868,39126,0.866,0.258,3.9,people tested,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/23/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1862192,8362,10030.429,46737,162,206,41202.788,185.017,221.933,1034.101,3.584,4.558,,,,,,,,,,28531,5082824,112.462,0.631,37964,0.84,0.264,3.8,people tested,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/24/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1867223,5031,9711.429,46827,90,202.857,41314.103,111.316,214.875,1036.092,1.991,4.488,,,,,,,,,,19973,5102797,112.904,0.442,37248,0.824,0.261,3.8,people tested,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/25/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1874801,7578,9624.714,47034,207,171.714,41481.774,167.671,212.956,1040.672,4.58,3.799,,,,,,,,,,39081,5141878,113.769,0.865,36642,0.811,0.263,3.8,people tested,292386,260122,32264,363,9046,0.65,0.58,0.07,200,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/26/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1885210,10409,9377.286,47253,219,169.571,41712.083,230.309,207.481,1045.518,4.846,3.752,,,,,,,,,,38312,5180190,114.617,0.848,35591,0.787,0.263,3.8,people tested,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/27/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1896053,10843,9196,47435,182,174.143,41951.995,239.912,203.47,1049.545,4.027,3.853,,,,,,,,,,38322,5218512,115.465,0.848,34903,0.772,0.263,3.8,people tested,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/28/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1905524,9471,8921,47601,166,178,42161.55,209.555,197.386,1053.218,3.673,3.938,,,,,,,,,,34763,5253275,116.234,0.769,34029,0.753,0.262,3.8,people tested,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/29/2021,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1915362,9838,8790.286,47775,174,171.429,42379.225,217.675,194.494,1057.068,3.85,3.793,,,,,,,,,,35761,5289036,117.025,0.791,33535,0.742,0.262,3.8,people tested,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/30/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1922264,6902,8581.714,47931,156,170.571,42531.938,152.713,189.879,1060.519,3.452,3.774,,,,,,,,,,32731,5321767,117.749,0.724,34135,0.755,0.251,4,people tested,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,1/31/2021,,,,,11299,,,,250,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1927239,4975,8573.714,47974,43,163.857,42642.015,110.077,189.702,1061.471,0.951,3.625,,,,,,,,,,,,,,,,,,,,,,,11299,,,,250,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,2/1/2021,375851,281577,94274,,11924,0.83,0.62,0.21,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1933853,6614,8436,48249,275,173.571,42788.356,146.341,186.655,1067.555,6.085,3.84,,,,,,,,,,,,,,,,,,,375851,281577,94274,,11924,0.83,0.62,0.21,264,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,2/2/2021,,,,,11475,,,,254,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1943548,9695,8334,48426,177,167.571,43002.867,214.511,184.398,1071.472,3.916,3.708,,,,,,,,,,,,,,,,,,,,,,,11475,,,,254,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Argentina,ARG,2/3/2021,396562,284196,112366,,11218,0.88,0.63,0.25,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1952744,9196,8098.714,48539,113,157.714,43206.338,203.47,179.192,1073.972,2.5,3.49,,,,,,,,,,,,,,,,,,,396562,284196,112366,,11218,0.88,0.63,0.25,248,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.825
Austria,AUT,1/10/2021,6784,6784,,,,0.08,0.08,,,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406,Europe,Austria,380722,1651,2136.286,6723,36,57,42272.384,183.314,237.196,746.469,3.997,6.329,0.96,372,41.304,1874,208.074,,,,,14175,3905482,433.634,1.574,17856,1.983,,,tests performed,6784,6784,,,,0.08,0.08,,,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.908
Austria,AUT,1/11/2021,11559,11559,,4775,4775,0.13,0.13,,530,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406,Europe,Austria,382258,1536,2121.143,6747,24,55.714,42442.929,170.545,235.515,749.134,2.665,6.186,0.94,379,42.081,1918,212.96,,,,,14089,3919571,435.198,1.564,18069,2.006,,,tests performed,11559,11559,,4775,4775,0.13,0.13,,530,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.908
