country,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated_x,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred_x,people_vaccinated_per_hundred_x,people_fully_vaccinated_per_hundred_x,daily_vaccinations_per_million,vaccines,source_name,source_website,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations_y,people_vaccinated_y,people_fully_vaccinated_y,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred_y,people_vaccinated_per_hundred_y,people_fully_vaccinated_per_hundred_y,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Bulgaria,BGR,2/1/2021,42634,28978,13656,1509,2262,0.61,0.42,0.2,326,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika,Europe,Bulgaria,219580,832,570.143,9142,97,37.429,31601.315,119.739,82.053,1315.69,13.96,5.387,,,,,,,,,,1961,1391560,200.269,0.282,10691,1.539,0.053,18.8,tests performed,42634,28978,13656,1509,2262,0.61,0.42,0.2,326,,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
Bulgaria,BGR,2/2/2021,45917,30817,15100,3283,2399,0.66,0.44,0.22,345,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika,Europe,Bulgaria,220547,967,590.143,9178,36,37.429,31740.483,139.168,84.932,1320.871,5.181,5.387,,,,,,,,,,11569,1403129,201.934,1.665,10410,1.498,0.057,17.6,tests performed,45917,30817,15100,3283,2399,0.66,0.44,0.22,345,,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
Bulgaria,BGR,2/3/2021,50124,33691,16433,4207,2458,0.72,0.48,0.24,354,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika,Europe,Bulgaria,221266,719,607.429,9218,40,39.143,31843.959,103.476,87.419,1326.628,5.757,5.633,,,,,,,,,,11452,1414581,203.582,1.648,9810,1.412,0.062,16.2,tests performed,50124,33691,16433,4207,2458,0.72,0.48,0.24,354,,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
Canada,CAN,12/19/2020,8734,8734,,,,0.02,0.02,,,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,505741,6459,6744.857,14284,104,118.714,13399.897,171.135,178.709,378.463,2.756,3.145,1.03,713,18.891,3542,93.847,,,,,124754,13391892,354.826,3.305,118051,3.128,0.057,17.5,people tested,8734,8734,,,,0.02,0.02,,,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/20/2020,,,,,3571,,,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,511748,6007,6757.857,14374,90,119.571,13559.055,159.159,179.053,380.847,2.385,3.168,1.03,719,19.05,3506,92.893,,,,,121601,13513493,358.048,3.222,119258,3.16,0.057,17.6,people tested,,,,,3571,,,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/21/2020,,,,,3571,,,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,519325,7577,6643.571,14481,107,114.857,13759.812,200.757,176.025,383.682,2.835,3.043,1.03,713,18.891,3616,95.808,,,,,113153,13626646,361.046,2.998,118963,3.152,0.056,17.9,people tested,,,,,3571,,,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/22/2020,,,,,3571,,,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,525585,6260,6645.857,14607,126,116.286,13925.675,165.862,176.086,387.021,3.338,3.081,1.03,713,18.891,3726,98.722,,,,,104963,13731609,363.827,2.781,117571,3.115,0.057,17.7,people tested,,,,,3571,,,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/23/2020,,,,,3571,,,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,532506,6921,6704.286,14752,145,120.143,14109.051,183.376,177.634,390.863,3.842,3.183,1.02,710,18.812,3725,98.696,,,,,128977,13860586,367.244,3.417,120460,3.192,0.056,18,people tested,,,,,3571,,,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/24/2020,,,,,3571,,,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,539190,6684,6658.286,14902,150,119.286,14286.147,177.096,176.415,394.837,3.974,3.161,1.02,720,19.077,3694,97.875,,,,,39788,13900374,368.298,1.054,108835,2.884,0.061,16.3,people tested,,,,,3571,,,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/25/2020,,,,,3571,,,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,540939,1749,5951,14966,64,112.286,14332.488,46.341,157.675,396.533,1.696,2.975,1.02,722,19.13,3714,98.405,,,,,39788,13940162,369.353,1.054,96146,2.547,0.062,16.2,people tested,,,,,3571,,,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/26/2020,33734,33734,,,3571,0.09,0.09,,95,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,544053,3114,5473.143,15051,85,109.571,14414.995,82.507,145.014,398.785,2.252,2.903,1.03,723,19.156,3734,98.934,,,,,39788,13979950,370.407,1.054,84008,2.226,0.065,15.3,people tested,33734,33734,,,3571,0.09,0.09,,95,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/27/2020,,,,,3955,,,,105,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,554153,10100,6057.857,15171,120,113.857,14682.6,267.605,160.506,401.964,3.179,3.017,1.05,716,18.971,3771,99.915,,,,,135028,14114978,373.984,3.578,85926,2.277,0.071,14.2,people tested,,,,,3955,,,,105,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/28/2020,,,,,4338,,,,115,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,560618,6465,5899,15328,157,121,14853.894,171.294,156.297,406.124,4.16,3.206,1.06,738,19.554,3747,99.279,,,,,224385,14339363,379.93,5.945,101817,2.698,0.058,17.3,people tested,,,,,4338,,,,115,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/29/2020,,,,,4722,,,,125,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,568807,8189,6174.571,15528,200,131.571,15070.866,216.972,163.599,411.423,5.299,3.486,1.06,756,20.031,3776,100.047,,,,,126659,14466022,383.286,3.356,104916,2.78,0.059,17,people tested,,,,,4722,,,,125,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/30/2020,,,,,5105,,,,135,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,577266,8459,6394.286,15650,122,128.286,15294.992,224.126,169.42,414.656,3.232,3.399,1.07,774,20.508,4180,110.751,,,,,104850,14570872,386.064,2.778,101469,2.688,0.063,15.9,people tested,,,,,5105,,,,135,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,12/31/2020,,,,,5488,,,,145,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,584409,7143,6459.857,15762,112,122.857,15484.25,189.258,171.158,417.623,2.968,3.255,1.06,799,21.17,4187,110.937,,,,,39788,14610660,387.118,1.054,101469,2.688,0.064,15.7,people tested,,,,,5488,,,,145,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/1/2021,,,,,5872,,,,156,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,585400,991,6351.571,15806,44,120,15510.507,26.257,168.289,418.789,1.166,3.179,1.06,799,21.17,4187,110.937,,,,,39788,14650448,388.172,1.054,101469,2.688,0.063,16,people tested,,,,,5872,,,,156,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/2/2021,77521,77521,,,6255,0.21,0.21,,166,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,589935,4535,6554.571,15914,108,123.286,15630.665,120.157,173.667,421.651,2.862,3.267,1.08,807,21.382,4202,111.334,,,,,255537,14905985,394.943,6.771,132291,3.505,0.05,20.2,people tested,77521,77521,,,6255,0.21,0.21,,166,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/3/2021,,,,,8070,,,,214,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,606076,16141,7417.571,16006,92,119.286,16058.33,427.665,196.533,424.088,2.438,3.161,1.1,825,21.859,4249,112.58,,,,,90372,14996357,397.337,2.394,125911,3.336,0.059,17,people tested,,,,,8070,,,,214,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/4/2021,,,,,9884,,,,262,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,616134,10058,7930.857,16247,241,131.286,16324.822,266.492,210.133,430.474,6.385,3.478,1.09,811,21.488,4263,112.951,,,,,119808,15116165,400.511,3.174,110972,2.94,0.071,14,people tested,,,,,9884,,,,262,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/5/2021,,,,,11698,,,,310,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,623384,7250,7796.714,16389,142,123,16516.915,192.093,206.578,434.236,3.762,3.259,1.08,836,22.15,4457,118.091,,,,,98945,15215110,403.133,2.622,107013,2.835,0.073,13.7,people tested,,,,,11698,,,,310,67.13,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/6/2021,,,,,13513,,,,358,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,631466,8082,7742.857,16539,150,127,16731.052,214.137,205.151,438.21,3.974,3.365,1.06,850,22.521,4651,123.231,,,,,102788,15317898,405.856,2.723,106718,2.828,0.073,13.8,people tested,,,,,13513,,,,358,69.91,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/7/2021,,,,,15327,,,,406,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,639693,8227,7897.714,16704,165,134.571,16949.031,217.979,209.254,442.582,4.372,3.566,1.05,844,22.362,4592,121.668,,,,,126727,15444625,409.214,3.358,119138,3.157,0.066,15.1,people tested,,,,,15327,,,,406,69.91,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/8/2021,,,,,17141,,,,454,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,648930,9237,9075.714,16846,142,148.571,17193.771,244.74,240.466,446.344,3.762,3.936,1.04,848,22.468,4554,120.661,,,,,129984,15574609,412.658,3.444,132023,3.498,0.069,14.5,people tested,,,,,17141,,,,454,69.91,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/9/2021,,213147,3613,,18956,,0.56,0.01,502,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,657323,8393,9626.857,16984,138,152.857,17416.148,222.377,255.069,450.001,3.656,4.05,1.03,863,22.866,4527,119.945,,,,,129006,15703615,416.076,3.418,113947,3.019,0.084,11.8,people tested,,213147,3613,,18956,,0.56,0.01,502,71.76,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/10/2021,,,,,18956,,,,502,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,664606,7283,8361.429,17074,90,152.571,17609.115,192.967,221.541,452.385,2.385,4.042,1.01,862,22.839,4525,119.892,,,,,113919,15817534,419.095,3.018,117311,3.108,0.071,14,people tested,,,,,18956,,,,502,71.76,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/11/2021,,,,,18956,,,,502,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,672931,8325,8113.857,17199,125,136,17829.691,220.576,214.981,455.697,3.312,3.603,1,869,23.025,4683,124.079,,,,,101837,15919371,421.793,2.698,114744,3.04,0.071,14.1,people tested,,,,,18956,,,,502,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/12/2021,267078,,,,18956,0.71,,,502,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,679072,6141,7955.429,17359,160,138.571,17992.4,162.709,210.784,459.937,4.239,3.672,0.98,875,23.184,4879,129.272,,,,,107666,16027037,424.645,2.853,115990,3.073,0.069,14.6,people tested,267078,,,,18956,0.71,,,502,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/13/2021,288488,,,21410,19306,0.76,,,512,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,686211,7139,7820.714,17539,180,142.857,18181.552,189.152,207.214,464.706,4.769,3.785,0.97,900,23.846,4868,128.98,,,,,107344,16134381,427.49,2.844,116640,3.09,0.067,14.9,people tested,288488,,,21410,19306,0.76,,,512,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/14/2021,310788,,,22300,19784,0.82,,,524,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,693658,7447,7709.286,17686,147,140.286,18378.865,197.313,204.262,468.601,3.895,3.717,0.96,899,23.82,4848,128.451,,,,,129138,16263519,430.911,3.422,116985,3.1,0.066,15.2,people tested,310788,,,22300,19784,0.82,,,524,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/15/2021,342227,,,31439,21567,0.91,,,571,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,700538,6880,7372.571,17856,170,144.286,18561.154,182.29,195.34,473.105,4.504,3.823,0.95,882,23.369,4787,126.834,,,,,133343,16396862,434.444,3.533,117465,3.112,0.063,15.9,people tested,342227,,,31439,21567,0.91,,,571,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/16/2021,,375634,15911,,22699,,1,0.04,601,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,706897,6359,7082,17978,122,142,18729.64,168.485,187.642,476.337,3.232,3.762,0.94,886,23.475,4706,124.688,,,,,99736,16496598,437.087,2.643,113283,3.001,0.063,16,people tested,,564874,26768,,22699,,1.5,0.07,601,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/17/2021,,,,,23831,,,,631,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,713181,6284,6939.286,18106,128,147.429,18896.138,166.498,183.86,479.729,3.391,3.906,0.94,874,23.157,4614,122.251,,,,,80613,16577211,439.223,2.136,108525,2.875,0.064,15.6,people tested,,,,,23831,,,,631,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/18/2021,422864,,,,24963,1.12,,,661,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,719601,6420,6667.143,18231,125,147.429,19066.239,170.102,176.65,483.041,3.312,3.906,0.93,865,22.919,4645,123.072,,,,,65286,16642497,440.952,1.73,103304,2.737,0.065,15.5,people tested,422864,,,,24963,1.12,,,661,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/19/2021,459780,,,36916,27529,1.22,,,729,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,724629,5028,6508.143,18382,151,146.143,19199.459,133.22,172.437,487.042,4.001,3.872,0.93,870,23.051,4683,124.079,,,,,67775,16710272,442.748,1.796,97605,2.586,0.067,15,people tested,459780,,,36916,27529,1.22,,,729,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/20/2021,485739,,,25959,28179,1.29,,,747,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,730330,5701,6302.714,18567,185,146.857,19350.51,151.051,166.994,491.943,4.902,3.891,0.92,870,23.051,4612,122.198,,,,,82886,16793158,444.944,2.196,94111,2.494,0.067,14.9,people tested,485739,,,25959,28179,1.29,,,747,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/21/2021,706464,,,220725,56525,1.87,,,1498,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,736441,6111,6111.857,18706,139,145.714,19512.425,161.914,161.937,495.626,3.683,3.861,0.92,859,22.76,4490,118.965,,,,,102162,16895320,447.651,2.707,90257,2.391,0.068,14.8,people tested,706464,,,220725,56525,1.87,,,1498,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/22/2021,752377,,,45913,58593,1.99,,,1552,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,742268,5827,5961.429,18887,181,147.286,19666.814,154.39,157.951,500.422,4.796,3.902,0.92,851,22.548,4395,116.448,,,,,101130,16996450,450.331,2.679,85655,2.269,0.07,14.4,people tested,752377,,,45913,58593,1.99,,,1552,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/23/2021,,532427,27776,,57133,,1.41,0.07,1514,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,747362,5094,5780.714,18992,105,144.857,19801.783,134.968,153.163,503.204,2.782,3.838,,872,23.104,4344,115.097,,,,,2781,16999231,450.404,0.074,71805,1.903,0.081,12.4,people tested,,781559,59217,,57133,,2.07,0.16,1514,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/24/2021,,,,,55673,,,,1475,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,752041,4679,5551.429,19119,127,144.714,19925.756,123.973,147.088,506.569,3.365,3.834,,867,22.972,4204,111.387,,,,,51308,17050539,451.764,1.359,67618,1.792,0.082,12.2,people tested,,,,,55673,,,,1475,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/25/2021,802354,,,,54213,2.13,,,1436,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,757658,5617,5436.714,19245,126,144.857,20074.581,148.826,144.049,509.907,3.338,3.838,,861,22.813,4165,110.354,,,,,35801,17086340,452.712,0.949,63406,1.68,0.086,11.7,people tested,802354,,,,54213,2.13,,,1436,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/26/2021,827042,,,24688,52466,2.19,,,1390,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,761699,4041,5295.714,19392,147,144.286,20181.65,107.069,140.313,513.802,3.895,3.823,,848,22.468,4215,111.679,,,,,34572,17120912,453.628,0.916,58663,1.554,0.09,11.1,people tested,827042,,,24688,52466,2.19,,,1390,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/27/2021,890536,,,63494,57828,2.36,,,1532,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,765871,4172,5077.286,19479,87,130.286,20292.189,110.54,134.526,516.107,2.305,3.452,,857,22.707,4087,108.287,,,,,77003,17197915,455.669,2.04,57822,1.532,0.088,11.4,people tested,890536,,,63494,57828,2.36,,,1532,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/28/2021,910676,,,20140,29173,2.41,,,773,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,770433,4562,4856,19659,180,136.143,20413.062,120.873,128.662,520.876,4.769,3.607,,834,22.097,3975,105.32,,,,,92645,17290560,458.123,2.455,56463,1.496,0.086,11.6,people tested,910676,,,20140,29173,2.41,,,773,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/29/2021,937338,,,26662,26423,2.48,,,700,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,774932,4499,4666.286,19801,142,130.571,20532.266,119.204,123.636,524.639,3.762,3.46,,828,21.938,3890,103.068,,,,,79586,17370146,460.232,2.109,53385,1.414,0.087,11.4,people tested,937338,,,26662,26423,2.48,,,700,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/30/2021,,,,,25822,,,,684,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,778782,3850,4488.571,19926,125,133.429,20634.274,102.008,118.927,527.951,3.312,3.535,,802,21.249,3797,100.604,,,,,63080,17433226,461.903,1.671,61999,1.643,0.072,13.8,people tested,,871905,113446,,25822,,2.31,0.3,684,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,1/31/2021,,,,,25221,,,,668,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,782477,3695,4348,20005,79,126.571,20732.175,97.901,115.203,530.044,2.093,3.354,,796,21.09,3617,95.834,,,,,50138,17483364,463.232,1.328,61832,1.638,0.07,14.2,people tested,,,,,25221,,,,668,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,2/1/2021,974690,,,,24619,2.58,,,652,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,788197,5720,4362.714,20145,140,128.571,20883.73,151.555,115.593,533.753,3.709,3.407,,790,20.932,3610,95.649,,,,,,,,,,,,,,974690,,,,24619,2.58,,,652,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,2/2/2021,985975,,,11285,22705,2.61,,,602,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,791145,2948,4206.571,20242,97,121.429,20961.839,78.109,111.456,536.323,2.57,3.217,,768,20.349,3613,95.728,,,,,,,,,,,,,,985975,,,11285,22705,2.61,,,602,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
Canada,CAN,2/3/2021,999253,,,13278,15531,2.65,,,412,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/,North America,Canada,794412,3267,4077.286,20361,119,126,21048.4,86.561,108.03,539.476,3.153,3.338,,752,19.925,3442,91.198,,,,,,,,,,,,,,999253,,,13278,15531,2.65,,,412,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.926
